"url","user_id","rating","review"
"https://www.yelp.com/biz/prime-burger-milano?osq=American","EZKiVDXPO6jqp4vf_REOyA",5,"absolutely delicious food amazing cheeseburger friend regular simple burger burger come fresh homemade potato chip yummy cute outside seating sit inside rain inside equally just cute cute casual perfect super friendly can wait go back visit"
"https://www.yelp.com/biz/prime-burger-milano?osq=American","lPpC5kGNSKxby6OzjhkWmA",5,"yummy tomato basil burger pistachio service great def recommend anyone look good burger"
"https://www.yelp.com/biz/prime-burger-milano?osq=American","N099kMTtP3ZRyfDyxnjzrQ",2,"burger okay serve rare beware absolutely worst pizza order basically tasteless puffy bread mediocre topping skip staff unfriendly actually argue we table choice table prefer stay empty entire meal can far better neighborhood"
"https://www.yelp.com/biz/prime-burger-milano?osq=American","pFybya3yaEV9h6CrCmJ6kw",4,"service good burger good salad just onion ring cinnamon we surprise"
"https://www.yelp.com/biz/coreys-soul-chicken-milano?osq=American","X8ORKtRhvTZBn3mi7HzzgQ",5,"wonderful surprise come visit daughter family bring daughter granddaughter we dine night economy style daughter suggest get taste home soul food specifically fry chicken expect adaptation fry chicken transport back home state food come family style reach grab fry shock back end seasoning immediately image home kitchen next juicy crispy flavorful potato salad creamy sweet chunky go everybody get quiet eating ate stuff dessert still come signature dessert banana key lime pie visitor must taste pie bright tart creamy crust banana subtle cut tart right amount sweetness can tell family full food delicious experience make everyone feel welcome take time join diner upper level dining area laugh infectious easy manner customer back feel like back kitchen always enough share conversation easy"
"https://www.yelp.com/biz/coreys-soul-chicken-milano?osq=American","cWZb7D8uTxVJDzDXR0wbfA",1,"spend look business come find permanently close please update one else get hope dash"
"https://www.yelp.com/biz/coreys-soul-chicken-milano?osq=American","gU1ax5N06qSqufiVAkNlvQ",5,"fry chicken amazing season perfection perfect amount crispness fortunate get chance meet man behind amazing fry chicken sweet welcoming make we feel home make visit enjoyable thank jealous state"
"https://www.yelp.com/biz/coreys-soul-chicken-milano?osq=American","w8V79er7c4rIL9vGGZ5Igg",4,"quite lot soul kitchen chicken bring southern fry fast food actually taste like food knock usually find restaurant claim red white blue inspiration flavorful chicken recipe consistent juicy crunchy every time potato salad better even best onions offer popular sweet potato fry lesser know bake bean also sound like dessert try reiterate consider tiny clean hole wall fast food not order counter grab tray see table choice either downstairs also short counter stool window seat case want first row seating passersby occasional dog walker clean oh air condition like real good air aware non hour though close early afternoon reopen later dinner service customer service par food small young crew local meet actual apparently real person south run maintain place fast food menu price will combo fry drink understand elevate version certainly appreciate skeptical local make concept rage success use cheap eat especially lunch time last note friend fellow expat beat chicken leg mention playlist variety either old school hip hop r b like real sh t will definitely return get finger lip grease"
"https://www.yelp.com/biz/coreys-soul-chicken-milano?osq=American","GQokGFMANqVF7sSd8KXGWQ",5,"delicious delicious delicious meet earlier year aside super friendly absolute sweetheart food die shocked must say soul food welcome break pasta please kind stop"
"https://www.yelp.com/biz/coreys-soul-chicken-milano?osq=American","cO7V4str5ib3y896cR5Lgg",5,"super good fry chicken fresh crispy well season certainly highlight vacation highly recommend spot want fry chicken owner personable cool"
